SameCity,SameDistrict,SameNeighborhood,DistancePriority,NeedScore,ReliabilityScore,CompletedDeliveryCount,CancelledRequestCount,PendingRequestCount,PreviousSuccessfulRequests,ProductRiskLevel,DaysUntilExpiration,IsSensitiveFood,DonorPastShareCount,RequesterPastReceiveCount,RequestHour,ProductCategory,MatchScore,MatchLabel
True,True,False,2,92,27,23,5,3,19,Medium,3,False,19,18,9,Fırın Ürünü,100.0,High
False,False,False,99,3,51,16,8,2,16,High,6,True,7,11,20,Kuru Gıda,36.62,Low
True,True,False,2,79,89,11,1,2,4,High,10,True,18,6,13,Kuru Gıda,100.0,High
True,True,False,2,87,46,13,8,1,11,Critical,12,True,2,16,19,Meyve,87.5,High
True,True,False,2,34,88,3,2,6,6,Medium,13,False,15,16,20,Fırın Ürünü,81.06,High
True,True,False,2,94,61,25,8,6,8,Critical,15,True,20,5,20,Sebze,87.74,High
True,True,True,1,75,74,24,7,3,17,Low,12,False,24,22,22,Meyve,100.0,High
True,False,False,3,33,22,9,2,1,5,Low,6,True,24,11,22,Et Ürünleri,56.98,Medium
False,False,False,99,62,20,23,0,5,8,Low,3,False,12,3,15,Et Ürünleri,55.84,Medium
True,False,False,3,44,100,28,2,3,1,Critical,9,True,9,12,10,Pişmiş Yemek,100.0,High
True,False,False,3,87,27,24,3,2,7,Medium,7,False,20,2,19,Et Ürünleri,82.96,High
False,False,False,99,65,64,21,2,0,5,Medium,12,False,20,7,19,Et Ürünleri,69.04,Medium
False,False,False,99,100,45,11,1,1,19,High,12,True,22,17,21,Konserve,90.2,High
True,True,False,2,94,30,24,7,5,1,Critical,11,True,4,13,14,Sebze,69.08,Medium
True,True,True,1,84,32,30,3,3,11,Critical,0,True,9,17,12,Kuru Gıda,100.0,High
True,True,True,1,95,75,20,6,0,11,High,4,True,5,18,21,Meyve,100.0,High
True,True,False,2,54,83,24,7,4,16,Low,19,False,9,13,22,Pişmiş Yemek,81.46,High
True,True,False,2,94,93,29,0,2,1,Critical,14,True,21,19,20,Et Ürünleri,100.0,High
True,False,False,3,69,21,15,4,3,19,High,20,False,11,17,10,Konserve,86.24,High
False,False,False,99,57,54,5,6,4,2,Critical,6,False,14,8,16,Kuru Gıda,27.68,Low
True,True,True,1,73,57,3,2,0,15,Low,10,False,20,10,17,Konserve,100.0,High
True,True,True,1,63,67,15,3,2,19,High,19,True,19,17,9,Süt Ürünleri,100.0,High
True,True,True,1,95,67,30,1,1,9,Low,-1,True,7,19,19,Meyve,100.0,High
True,False,False,3,27,25,26,3,2,2,Low,6,True,15,20,11,Kuru Gıda,69.14,Medium
True,True,True,1,30,89,13,2,6,11,Critical,-1,True,18,10,10,Pişmiş Yemek,100.0,High
False,False,False,99,30,73,28,3,2,6,Medium,0,False,16,5,16,Sebze,67.08,Medium
False,False,False,99,71,32,10,5,1,11,High,19,False,20,20,16,Pişmiş Yemek,60.54,Medium
True,False,False,3,4,89,1,0,0,14,Critical,1,True,6,2,8,Süt Ürünleri,100.0,High
True,True,False,2,54,27,14,8,2,12,Medium,4,False,20,10,22,Kuru Gıda,68.5,Medium
True,True,False,2,65,28,15,2,2,16,Critical,-1,False,13,2,16,Kuru Gıda,100.0,High
False,False,False,99,83,98,21,6,5,11,Critical,12,False,5,24,22,Pişmiş Yemek,65.04,Medium
True,True,True,1,30,67,10,7,1,10,Critical,0,True,11,20,15,Sebze,100.0,High
True,True,True,1,39,32,9,3,5,10,Medium,-2,False,10,3,18,Konserve,89.7,High
True,False,False,3,43,55,7,4,1,5,Medium,0,True,20,13,8,Fırın Ürünü,84.16,High
False,False,False,99,15,49,20,6,5,19,Medium,6,False,16,24,10,Kuru Gıda,52.14,Medium
True,True,False,2,69,65,29,4,3,5,Medium,9,False,4,9,12,Pişmiş Yemek,88.58,High
True,True,False,2,91,69,15,5,1,7,Medium,13,True,22,2,21,Et Ürünleri,93.46,High
True,False,False,3,83,36,4,6,2,17,Low,10,True,15,19,17,Fırın Ürünü,66.32,Medium
True,True,False,2,5,76,22,5,6,16,High,10,False,12,5,19,Fırın Ürünü,81.86,High
False,False,False,99,68,48,0,8,0,19,Low,1,True,2,12,19,Sebze,32.74,Low
True,False,False,3,93,54,1,2,2,13,Medium,6,False,3,12,10,Fırın Ürünü,83.5,High
True,True,False,2,12,70,1,0,1,15,High,2,True,14,20,19,Konserve,100.0,High
True,True,True,1,98,38,2,1,0,10,Critical,18,False,12,15,10,Pişmiş Yemek,100.0,High
True,True,True,1,65,53,18,7,3,3,Medium,-1,True,16,23,12,Kuru Gıda,100.0,High
True,True,False,2,5,76,18,5,5,2,Low,9,False,11,10,12,Sebze,62.36,Medium
True,True,True,1,78,62,5,6,0,3,Critical,10,True,16,8,13,Sebze,97.68,High
True,False,False,3,55,80,11,7,5,5,Low,19,True,5,23,10,Kuru Gıda,64.0,Medium
True,True,True,1,30,97,0,1,0,1,Low,13,True,18,23,13,Süt Ürünleri,100.0,High
True,True,False,2,67,77,8,3,6,0,Medium,1,True,6,6,11,Pişmiş Yemek,89.26,High
False,False,False,99,2,36,9,8,0,8,Medium,10,False,13,2,22,Süt Ürünleri,0.5,Low
False,False,False,99,72,93,21,6,4,17,Low,15,False,11,7,12,Et Ürünleri,56.92,Medium
False,False,False,99,58,30,1,6,6,14,Critical,14,True,12,23,10,Pişmiş Yemek,30.86,Low
True,True,False,2,37,29,15,6,1,10,Critical,4,False,22,4,14,Sebze,84.18,High
True,True,True,1,18,58,15,8,5,6,Low,3,False,12,24,9,Süt Ürünleri,72.54,Medium
True,False,False,3,62,54,12,5,6,4,Medium,13,False,25,23,22,Sebze,61.38,Medium
True,True,False,2,51,55,1,5,0,2,High,5,True,4,25,12,Et Ürünleri,80.12,High
True,False,False,3,70,38,26,7,1,2,Critical,5,True,16,16,16,Fırın Ürünü,75.58,High
True,True,False,2,53,41,2,1,3,5,Critical,3,True,20,5,11,Kuru Gıda,89.92,High
True,False,False,3,11,34,29,2,0,15,Medium,15,False,3,15,9,Fırın Ürünü,84.56,High
True,True,True,1,33,72,29,2,2,15,Critical,0,False,13,1,22,Süt Ürünleri,100.0,High
False,False,False,99,30,49,13,6,4,15,Low,16,False,13,17,11,Kuru Gıda,37.74,Low
True,True,False,2,49,78,7,6,4,17,Low,19,False,23,4,16,Et Ürünleri,75.66,High
True,False,False,3,100,86,26,6,5,5,Low,8,True,6,11,20,Süt Ürünleri,80.26,High
True,True,False,2,77,44,26,6,2,11,Critical,18,True,17,18,19,Fırın Ürünü,100.0,High
False,False,False,99,28,81,4,1,0,6,Low,20,True,6,1,20,Pişmiş Yemek,46.32,Medium
True,True,True,1,69,69,8,4,4,3,High,15,True,19,19,18,Süt Ürünleri,100.0,High
True,True,True,1,76,70,2,6,6,17,Low,9,False,1,3,15,Et Ürünleri,68.42,Medium
False,False,False,99,7,25,20,2,2,12,Medium,17,True,25,19,21,Meyve,53.44,Medium
True,False,False,3,82,82,15,3,5,19,Medium,20,False,13,25,16,Konserve,100.0,High
True,True,False,2,25,90,14,5,6,15,High,3,False,12,1,17,Konserve,90.1,High
True,True,True,1,55,48,16,5,0,6,Medium,13,False,16,0,10,Sebze,91.08,High
True,True,False,2,52,90,2,7,5,3,Low,14,False,18,6,15,Kuru Gıda,52.04,Medium
False,False,False,99,100,63,28,1,3,14,Medium,7,False,8,23,15,Konserve,95.28,High
True,False,False,3,13,26,11,2,5,6,Low,18,False,3,23,18,Süt Ürünleri,52.32,Medium
False,False,False,99,57,31,8,7,1,6,Low,18,False,8,11,21,Süt Ürünleri,9.1,Low
True,True,False,2,81,57,23,8,2,8,Medium,2,False,24,22,16,Fırın Ürünü,100.0,High
True,True,False,2,73,81,0,0,4,16,Medium,17,True,10,2,18,Pişmiş Yemek,100.0,High
True,False,False,3,52,87,12,0,4,20,Critical,11,False,25,12,20,Pişmiş Yemek,100.0,High
True,True,False,2,70,68,2,2,5,19,Critical,2,True,12,6,8,Kuru Gıda,100.0,High
True,True,True,1,36,45,5,1,2,14,High,3,True,25,24,15,Süt Ürünleri,100.0,High
True,False,False,3,55,79,16,7,1,8,Critical,13,True,11,25,10,Sebze,97.54,High
True,False,False,3,44,85,17,8,3,4,Medium,19,False,12,13,14,Süt Ürünleri,60.68,Medium
True,True,True,1,87,70,28,8,1,16,Low,3,True,12,14,15,Süt Ürünleri,100.0,High
False,False,False,99,69,50,6,1,3,1,Critical,3,True,14,10,21,Et Ürünleri,57.38,Medium
True,True,False,2,43,68,25,2,5,11,Medium,16,False,2,20,8,Meyve,100.0,High
True,False,False,3,66,94,2,6,6,16,Medium,17,False,7,3,14,Pişmiş Yemek,57.06,Medium
True,True,False,2,75,80,13,8,2,17,Critical,0,True,13,25,9,Meyve,100.0,High
True,True,False,2,49,84,17,4,3,9,Critical,20,True,19,23,22,Sebze,100.0,High
False,False,False,99,100,67,14,5,6,9,Medium,8,False,9,15,17,Fırın Ürünü,52.22,Medium
True,True,True,1,96,65,17,4,5,6,Critical,13,True,19,7,9,Et Ürünleri,100.0,High
True,True,False,2,89,45,28,0,0,8,Medium,20,False,20,5,20,Kuru Gıda,100.0,High
True,True,False,2,74,65,26,4,6,0,Low,-2,False,17,15,16,Kuru Gıda,96.18,High
True,True,True,1,61,30,18,2,1,0,High,15,False,25,6,10,Meyve,100.0,High
True,True,False,2,21,81,12,3,3,11,Low,16,True,24,22,9,Pişmiş Yemek,100.0,High
True,True,False,2,50,44,3,3,1,9,Medium,5,True,14,15,10,Pişmiş Yemek,85.14,High
True,True,True,1,60,26,21,4,4,17,Critical,2,True,23,2,12,Süt Ürünleri,100.0,High
True,False,False,3,7,29,24,1,4,13,Critical,12,False,8,11,15,Meyve,85.28,High
True,True,True,1,0,22,10,0,4,7,High,13,True,12,7,13,Et Ürünleri,84.82,High
True,True,False,2,46,73,14,8,5,15,Low,13,False,21,20,22,Sebze,76.0,High
True,True,False,2,25,67,12,3,2,5,Medium,1,False,17,25,16,Fırın Ürünü,100.0,High
True,True,False,2,73,60,12,3,0,10,High,17,False,9,0,18,Konserve,96.76,High
True,True,False,2,75,36,14,3,3,9,Low,17,False,12,14,18,Kuru Gıda,89.26,High
True,True,False,2,78,47,24,2,2,16,High,20,True,21,23,14,Et Ürünleri,100.0,High
True,True,False,2,0,38,14,6,1,6,Medium,16,True,21,1,19,Et Ürünleri,53.68,Medium
True,False,False,3,78,95,1,2,6,0,High,20,False,7,5,16,Et Ürünleri,62.96,Medium
True,True,False,2,1,96,12,7,4,1,Medium,1,False,3,3,17,Konserve,56.58,Medium
True,True,True,1,4,83,20,7,0,11,Low,15,False,24,2,15,Pişmiş Yemek,89.86,High
True,False,False,3,52,74,16,3,0,1,Critical,1,True,11,10,19,Sebze,99.68,High
True,False,False,3,76,72,22,5,0,13,Critical,-2,True,1,5,14,Kuru Gıda,100.0,High
True,True,True,1,100,72,8,0,6,9,Medium,-2,False,11,3,8,Et Ürünleri,100.0,High
True,False,False,3,15,90,1,5,0,17,Low,5,False,14,20,20,Süt Ürünleri,74.2,Medium
True,False,False,3,25,66,27,4,5,11,High,19,False,3,3,12,Et Ürünleri,68.16,Medium
True,False,False,3,56,87,4,6,3,19,High,8,True,17,18,9,Konserve,91.84,High
True,False,False,3,18,29,9,2,0,11,High,3,True,24,4,12,Kuru Gıda,79.9,High
False,False,False,99,74,34,7,0,4,4,Medium,16,False,6,21,8,Meyve,49.82,Medium
False,False,False,99,80,86,10,1,3,20,Medium,11,True,21,19,20,Süt Ürünleri,98.56,High
True,False,False,3,12,53,6,8,3,20,High,13,True,14,19,11,Fırın Ürünü,62.52,Medium
True,False,False,3,96,67,26,5,3,1,Critical,2,False,20,22,14,Kuru Gıda,100.0,High
False,False,False,99,16,27,19,1,0,20,High,-2,True,9,10,22,Kuru Gıda,69.84,Medium
True,False,False,3,41,20,9,4,2,4,Critical,4,True,16,17,14,Et Ürünleri,67.12,Medium
False,False,False,99,67,50,17,0,3,0,Critical,19,False,11,23,20,Fırın Ürünü,70.44,Medium
True,True,False,2,2,59,18,0,1,13,Medium,12,False,23,8,13,Kuru Gıda,100.0,High
True,False,False,3,74,47,18,8,3,9,High,12,False,6,21,12,Sebze,71.0,Medium
True,True,True,1,14,38,23,5,0,4,Critical,-1,True,22,5,15,Kuru Gıda,100.0,High
True,True,True,1,81,73,5,3,5,2,Medium,18,True,22,21,18,Meyve,100.0,High
False,False,False,99,42,39,10,4,5,5,Critical,18,False,10,21,16,Kuru Gıda,40.88,Low
False,False,False,99,3,85,9,7,1,7,Medium,-1,True,23,22,21,Pişmiş Yemek,56.06,Medium
True,True,False,2,97,53,22,5,0,5,Medium,9,False,8,8,15,Fırın Ürünü,95.32,High
True,True,True,1,58,72,25,5,4,2,High,1,True,19,8,12,Et Ürünleri,100.0,High
True,True,True,1,57,83,16,1,2,13,Critical,4,False,23,2,10,Et Ürünleri,100.0,High
True,True,False,2,23,26,19,8,2,3,Low,11,False,14,16,9,Pişmiş Yemek,52.42,Medium
True,True,False,2,43,21,15,3,4,6,Critical,4,True,11,8,16,Meyve,79.92,High
True,True,False,2,69,51,14,6,4,18,Low,11,True,19,8,17,Meyve,88.34,High
True,False,False,3,18,21,9,2,6,12,Critical,11,False,17,2,10,Meyve,61.52,Medium
True,True,True,1,80,23,0,1,1,19,Critical,9,True,7,1,19,Et Ürünleri,96.38,High
True,True,False,2,7,23,19,1,4,4,High,16,False,6,4,14,Fırın Ürünü,74.12,Medium
True,True,True,1,54,62,14,5,4,6,High,-1,False,23,8,18,Süt Ürünleri,100.0,High
True,True,False,2,87,46,5,1,4,13,Medium,10,True,16,25,17,Fırın Ürünü,100.0,High
True,True,False,2,58,99,9,5,2,7,Critical,18,False,5,25,18,Fırın Ürünü,99.6,High
False,False,False,99,6,47,6,6,3,14,Critical,2,False,11,22,19,Meyve,42.34,Low
True,True,False,2,69,85,1,2,0,3,Medium,7,False,22,6,15,Kuru Gıda,96.08,High
True,True,True,1,50,94,25,5,5,5,Medium,-1,True,5,9,10,Konserve,100.0,High
True,False,False,3,70,29,8,4,5,5,High,20,True,22,20,9,Pişmiş Yemek,65.24,Medium
True,True,False,2,60,25,11,6,2,3,High,3,True,12,16,18,Et Ürünleri,75.3,High
True,True,False,2,37,75,5,6,2,9,Medium,14,False,22,10,11,Meyve,76.44,High
True,False,False,3,66,85,5,5,6,15,Low,7,True,7,5,11,Fırın Ürünü,73.12,Medium
True,False,False,3,10,69,7,4,6,20,Low,15,False,7,10,19,Sebze,50.34,Medium
True,True,True,1,21,68,26,7,5,5,Low,14,True,19,12,21,Kuru Gıda,76.3,High
False,False,False,99,55,39,3,3,2,6,High,-1,False,11,20,22,Pişmiş Yemek,51.04,Medium
True,False,False,3,95,22,4,1,5,2,Medium,10,True,17,2,18,Sebze,56.92,Medium
True,True,False,2,31,20,18,2,1,4,Critical,6,False,23,0,13,Konserve,90.82,High
True,False,False,3,40,68,28,6,1,18,High,16,True,22,21,13,Fırın Ürünü,100.0,High
True,True,False,2,55,68,5,2,2,14,Critical,18,False,22,13,16,Et Ürünleri,100.0,High
True,True,False,2,13,72,12,0,2,20,High,-2,True,8,0,9,Et Ürünleri,100.0,High
True,True,False,2,79,38,18,7,6,2,Low,1,True,19,11,14,Pişmiş Yemek,70.16,Medium
False,False,False,99,96,41,16,6,1,12,Critical,-1,True,17,10,13,Pişmiş Yemek,73.98,Medium
True,True,False,2,98,61,1,3,2,17,High,-2,True,20,18,18,Pişmiş Yemek,100.0,High
True,True,False,2,88,31,15,0,0,18,Low,-1,True,0,25,21,Meyve,100.0,High
True,False,False,3,16,37,18,4,0,8,Low,5,True,1,1,12,Konserve,51.74,Medium
True,True,False,2,98,98,29,8,6,15,Medium,13,True,13,17,22,Süt Ürünleri,100.0,High
True,True,True,1,88,82,2,3,2,3,Low,8,True,16,6,16,Süt Ürünleri,100.0,High
True,True,False,2,65,59,9,5,2,15,Critical,8,True,10,24,15,Et Ürünleri,100.0,High
True,True,True,1,83,85,5,3,2,12,Medium,-2,False,24,9,20,Konserve,100.0,High
False,False,False,99,40,99,20,1,0,13,Critical,3,True,6,13,9,Konserve,100.0,High
True,True,True,1,50,95,12,5,1,4,High,2,False,2,12,20,Konserve,100.0,High
True,True,False,2,71,50,28,4,5,20,Low,12,True,22,11,11,Fırın Ürünü,100.0,High
True,False,False,3,56,67,20,4,3,9,Low,2,True,10,6,19,Konserve,83.64,High
True,True,True,1,25,24,8,5,0,1,High,-2,False,16,17,9,Sebze,89.54,High
True,True,False,2,41,73,20,3,6,2,Critical,15,False,4,4,21,Fırın Ürünü,74.5,Medium
True,True,False,2,83,53,26,5,6,19,High,12,True,17,9,21,Fırın Ürünü,100.0,High
True,False,False,3,7,72,7,7,5,0,Critical,0,True,6,25,11,Et Ürünleri,59.06,Medium
False,False,False,99,13,35,25,6,3,2,Low,3,True,2,8,15,Süt Ürünleri,13.56,Low
True,True,False,2,89,59,21,0,1,1,Critical,20,False,24,19,13,Meyve,100.0,High
True,True,False,2,17,100,18,2,0,2,Low,18,True,2,25,19,Konserve,100.0,High
True,True,True,1,32,60,12,0,6,19,Medium,3,False,25,13,18,Meyve,100.0,High
True,True,True,1,84,20,8,3,3,0,High,7,True,18,22,12,Kuru Gıda,97.18,High
True,False,False,3,19,85,13,1,2,19,Low,15,False,4,15,13,Kuru Gıda,90.58,High
True,False,False,3,52,77,0,0,4,17,Medium,19,True,25,18,9,Pişmiş Yemek,100.0,High
False,False,False,99,84,39,3,6,1,13,Medium,-1,True,7,7,10,Kuru Gıda,42.42,Low
True,False,False,3,70,21,22,7,6,9,Low,7,True,8,25,8,Et Ürünleri,52.66,Medium
False,False,False,99,63,68,24,4,5,5,Low,3,True,17,10,13,Et Ürünleri,60.24,Medium
True,True,False,2,43,73,17,5,0,17,High,12,True,18,3,9,Süt Ürünleri,100.0,High
True,True,True,1,46,35,5,0,6,17,Medium,17,True,2,20,15,Sebze,99.22,High
True,True,False,2,65,51,0,1,4,12,Low,19,True,5,15,22,Pişmiş Yemek,80.86,High
True,True,False,2,99,100,11,0,4,0,High,9,False,9,1,20,Meyve,100.0,High
True,True,True,1,90,100,20,2,3,7,High,18,False,20,3,10,Konserve,100.0,High
False,False,False,99,42,43,18,8,0,8,Medium,6,True,11,17,12,Sebze,38.82,Low
True,True,True,1,28,33,16,6,1,9,High,10,True,10,4,15,Kuru Gıda,79.04,High
True,True,True,1,47,79,21,8,0,16,Low,15,False,8,9,10,Meyve,97.38,High
True,True,True,1,29,83,5,5,0,4,High,1,True,17,13,22,Fırın Ürünü,100.0,High
True,True,False,2,34,98,21,5,3,20,Critical,0,True,8,23,12,Et Ürünleri,100.0,High
True,True,True,1,97,36,20,4,4,13,Critical,8,False,16,21,13,Pişmiş Yemek,100.0,High
True,True,True,1,6,98,29,6,0,17,Medium,4,True,3,0,13,Fırın Ürünü,100.0,High
True,True,False,2,43,81,6,8,5,6,Medium,12,False,7,21,18,Fırın Ürünü,61.12,Medium
True,True,True,1,15,43,13,1,5,16,Critical,17,True,23,18,17,Fırın Ürünü,100.0,High
True,True,False,2,32,62,5,3,2,3,High,11,False,18,19,13,Kuru Gıda,87.66,High
True,True,False,2,52,88,24,2,0,17,Low,4,True,20,11,11,Fırın Ürünü,100.0,High
True,True,False,2,99,41,16,3,1,9,Low,15,False,5,6,10,Meyve,91.84,High
True,True,False,2,27,21,19,2,5,15,Medium,18,False,13,8,20,Kuru Gıda,86.0,High
True,True,True,1,0,32,1,6,1,8,Medium,18,True,18,2,17,Sebze,54.02,Medium
False,False,False,99,50,29,5,2,6,18,Medium,1,False,13,7,22,Kuru Gıda,41.74,Low
True,True,False,2,85,86,23,3,6,15,Low,13,False,8,9,20,Pişmiş Yemek,100.0,High
True,False,False,3,47,82,10,3,6,7,High,13,True,2,10,9,Sebze,76.26,High
True,False,False,3,78,96,3,8,0,17,High,8,False,1,17,8,Fırın Ürünü,74.12,Medium
True,True,True,1,69,72,1,2,6,13,Critical,12,False,11,11,13,Konserve,100.0,High
True,True,False,2,38,41,7,7,6,16,High,6,False,10,24,8,Et Ürünleri,70.52,Medium
True,False,False,3,85,20,22,7,0,1,High,11,False,15,14,21,Konserve,62.9,Medium
True,False,False,3,78,55,24,3,3,8,Low,6,False,2,4,9,Pişmiş Yemek,73.16,Medium
False,False,False,99,27,21,0,6,4,13,Medium,0,True,13,24,15,Pişmiş Yemek,29.3,Low
True,True,False,2,85,44,18,8,0,13,High,13,False,13,18,15,Meyve,100.0,High
True,False,False,3,93,28,23,7,6,5,Medium,10,False,12,25,14,Sebze,64.74,Medium
False,False,False,99,38,38,15,1,5,4,Medium,14,False,22,11,22,Kuru Gıda,42.24,Low
True,True,True,1,38,30,19,0,3,9,Critical,16,False,17,20,18,Süt Ürünleri,100.0,High
True,True,False,2,31,58,13,3,6,11,Medium,20,False,13,6,16,Et Ürünleri,79.4,High
True,True,True,1,80,84,4,1,1,2,Critical,12,True,18,18,19,Pişmiş Yemek,100.0,High
True,True,False,2,90,57,9,4,2,6,High,14,False,0,13,21,Pişmiş Yemek,80.32,High
True,True,True,1,33,70,25,2,6,9,Low,12,False,18,25,16,Et Ürünleri,100.0,High
True,True,True,1,34,62,6,1,4,6,High,17,True,15,25,8,Pişmiş Yemek,100.0,High
False,False,False,99,21,30,17,2,3,14,Critical,-1,True,18,4,18,Sebze,67.72,Medium
True,True,True,1,50,76,14,7,1,3,Medium,6,False,5,16,19,Meyve,86.16,High
True,True,True,1,59,91,25,6,4,13,Medium,7,True,20,21,16,Süt Ürünleri,100.0,High
True,True,False,2,99,46,27,0,4,4,Medium,3,True,23,6,11,Sebze,100.0,High
True,True,True,1,24,100,19,0,2,15,Critical,5,True,4,2,13,Meyve,100.0,High
True,False,False,3,25,54,10,7,2,14,Critical,8,False,7,7,20,Et Ürünleri,56.64,Medium
True,False,False,3,35,64,7,7,3,3,High,13,False,17,1,9,Meyve,39.84,Low
True,False,False,3,76,47,9,5,3,15,Critical,4,True,15,1,21,Meyve,77.04,High
True,False,False,3,98,49,25,4,5,2,Medium,15,True,13,14,22,Kuru Gıda,76.9,High
True,True,True,1,64,68,11,8,1,1,Medium,7,True,11,11,20,Süt Ürünleri,81.36,High
True,True,True,1,41,67,26,3,2,4,Critical,-1,True,16,16,22,Et Ürünleri,100.0,High
True,True,True,1,38,39,23,7,2,13,High,20,False,1,0,8,Süt Ürünleri,77.1,High
True,True,True,1,77,44,6,2,1,14,Medium,14,False,2,4,20,Süt Ürünleri,97.38,High
True,True,True,1,4,63,22,1,2,4,Critical,6,False,15,4,18,Et Ürünleri,100.0,High
True,False,False,3,27,80,29,5,2,19,High,8,True,21,3,15,Et Ürünleri,100.0,High
True,False,False,3,36,78,29,4,3,19,Critical,12,True,15,17,12,Konserve,100.0,High
True,False,False,3,0,78,24,4,1,5,Critical,10,False,23,11,8,Konserve,83.38,High
True,True,False,2,24,44,21,2,3,0,Low,1,False,18,14,18,Kuru Gıda,93.12,High
True,True,False,2,70,48,23,7,6,8,Low,15,True,2,20,15,Kuru Gıda,75.78,High
True,True,False,2,73,93,16,7,6,8,High,-1,False,20,3,16,Konserve,96.94,High
False,False,False,99,67,26,30,8,2,19,Critical,17,True,21,19,21,Süt Ürünleri,50.8,Medium
True,True,False,2,33,86,9,5,2,2,Medium,4,False,15,24,17,Pişmiş Yemek,86.22,High
True,True,True,1,72,47,19,7,0,8,Low,17,False,5,1,10,Konserve,80.66,High
True,True,False,2,62,51,5,5,2,19,High,17,True,5,14,22,Pişmiş Yemek,84.2,High
True,False,False,3,41,25,13,1,5,0,Critical,16,False,11,16,13,Süt Ürünleri,70.72,Medium
False,False,False,99,53,90,21,5,6,9,Medium,6,False,1,10,21,Et Ürünleri,41.66,Low
True,True,True,1,51,47,8,2,6,5,Low,17,True,10,0,21,Konserve,69.54,Medium
True,True,False,2,84,55,28,4,4,3,High,9,True,25,14,21,Fırın Ürünü,100.0,High
True,True,False,2,10,31,12,7,5,0,Medium,13,False,10,11,11,Fırın Ürünü,38.76,Low
True,False,False,3,33,76,4,1,6,2,Low,5,False,16,8,20,Süt Ürünleri,57.32,Medium
True,True,True,1,76,60,13,8,3,8,Medium,-2,False,2,2,17,Süt Ürünleri,83.22,High
True,True,False,2,19,31,0,1,3,0,Medium,7,False,13,5,15,Kuru Gıda,58.94,Medium
True,False,False,3,22,94,19,6,6,0,Low,16,False,16,3,9,Kuru Gıda,43.98,Low
True,False,False,3,13,48,12,3,3,7,High,0,True,24,14,8,Pişmiş Yemek,88.74,High
True,True,False,2,20,20,17,1,4,1,Medium,9,False,13,0,20,Meyve,64.1,Medium
False,False,False,99,67,99,7,8,5,7,Critical,-2,True,20,4,18,Pişmiş Yemek,59.48,Medium
True,False,False,3,67,92,24,6,6,19,Critical,15,False,22,18,8,Süt Ürünleri,100.0,High
True,True,False,2,38,57,4,6,4,17,Low,16,False,20,3,10,Meyve,63.68,Medium
False,False,False,99,43,69,7,4,1,9,Medium,5,False,5,5,16,Konserve,40.6,Low
True,True,True,1,17,91,11,6,0,4,High,4,False,3,25,22,Et Ürünleri,89.5,High
False,False,False,99,71,48,28,4,1,1,Medium,14,True,6,12,8,Sebze,50.4,Medium
